phot_g_mean_mag,parallax,bp_rp
16.51441,12.574935355049448,3.1106138
18.318888,5.597316976637725,3.2130566
16.52664,6.733076359917791,2.6960316
11.7563715,6.785102277339978,1.1232672
14.8835,6.195286996699287,2.1541824
13.573096,7.120653844988967,1.7513313
13.172115,7.46536572805379,1.6203203
15.582826,8.462144418908517,2.6192923
13.125477,5.525188900160175,1.3646193
15.844064,43.13026881016397,4.271056
16.469086,8.96663093770753,2.9173203
16.97855,5.225392268333411,2.4363737
6.600161,5.718919599146433,1.2912521
18.221245,5.939267224958087,3.1381626
17.177364,5.651071234106035,2.9656305
18.67129,5.657209648637895,0.17123222
6.9422827,15.043811759345243,0.4555049
17.058073,9.979047328855495,3.1848087
16.38594,5.38060318211847,2.4752388
13.921029,5.773002487509747,1.7373705
8.744687,7.798363537796277,0.53026676
14.064712,5.153175541510005,1.7654867
15.661788,17.45826111881162,3.194932
18.575573,5.053666625950005,3.099289
13.845469,5.762572627126197,1.6640244
15.914794,13.537039735745697,2.8316593
17.706495,5.6704140222221335,2.7206783
13.607107,6.078751317243801,1.7874928
18.639723,6.366486732347938,3.343151
14.950619,5.930639339796544,2.1574516
16.975975,7.371453076160386,2.7644186
14.225797,5.260999020702464,1.8669939
17.32133,6.236994907223838,2.963871
17.755394,6.991601849848159,3.1224976
16.156713,11.955445539814532,3.198536
16.343723,5.4888830732658995,2.3797913
10.210464,5.557829968302991,0.7927494
10.266535,7.101551975751956,0.776824
14.817401,5.125765987186736,1.934144
11.521295,8.653193345382023,1.2239065
17.064774,5.320163486265647,2.5189867
11.470486,8.726947261050126,1.1338844
7.967596,7.831076413710551,0.4580469
18.575718,5.4948653799048195,3.3623104
12.051338,6.1606223142471,1.1538048
13.562822,6.580413918067254,1.7431173
12.64434,5.947265793241482,1.3586559
12.990408,5.73410160194532,1.2434311
14.87858,6.540360986320827,2.0369444
15.236676,8.582108158869064,2.609581
19.021929,6.384546638975899,0.19692802
16.252926,13.825487649145895,2.8497276
14.016745,5.051403490776664,1.664835
14.049013,5.75544167445855,1.8125544
10.556267,5.039558558388466,0.73718834
15.095742,13.5707746029088,2.7649155
10.617097,5.47584855644709,0.7489319
18.161158,9.190940954119798,0.41792488
18.496376,5.152108272159723,3.0301514
17.528095,5.5264546384001525,2.7850895
14.910582,9.5031581766832,2.4087763
17.238337,5.276389886122037,2.7390633
18.105436,5.363590674381079,3.0009212
9.216964,8.846973534124357,0.6828909
13.2753315,5.656821207056926,1.394269
15.155652,6.0542970622988,2.1953926
16.44599,5.156471247169733,2.5667105
16.916775,9.854131844408649,2.9688082
17.683798,5.188185964490768,2.7581902
15.267751,5.677868422063848,2.261321
16.066628,5.877040418772148,2.4513788
9.680583,8.594309567678255,0.84640694
17.244411,5.745248791401782,2.4380922
10.241299,5.568387668403827,0.6975231
15.221985,12.234036017584259,2.545786
16.686413,6.629890437507069,2.7869072
17.3939,6.479699545738805,2.9256725
13.366366,5.702161687203029,1.6088343
11.939105,5.236758089211801,1.0085831
17.438282,5.611375634486602,3.1288013
17.324585,5.19335392992382,2.695921
16.294954,9.084510336309634,2.9485378
16.43386,5.878565166973704,2.4322548
15.909548,8.223278024552956,2.5217066
11.422333,8.071527773378097,1.0622139
8.614125,10.286491449273402,0.6018429
15.773466,10.785531062882455,2.6678429
13.604765,12.26425785668766,2.3843822
14.791899,6.500517071620483,2.0824413
13.754696,5.29772035915119,1.6445808
